ADDRESS,SQFT,BEDS,BATHS,BTH_STYLE,KITCH_STYLE,PROPERTY_TYPE,YRS_SINCE_REMOD,HOA_FEES,NEIGHBORHOOD,PROPERTY_TYPE,AGE_OF_HOME,LIST_PRICE,DAYS_ON_MKT,AVE_PRICE_IN_NEIGHBORHOOD
14-16 Story St #2,886.0,2.0,1.0,M,M,Condo/Co-op,22.0,105.0,South Boston,Condo/Co-op,119.0,569000.0,41.0,769346.4857594938
493 E Fourth St #3,620.0,1.0,1.0,S,S,Condo/Co-op,34.0,108.0,South Boston,Condo/Co-op,129.0,439000.0,42.0,769346.4857594938
38 Dix St #3,1440.0,3.0,2.0,M,M,Condo/Co-op,11.0,125.0,Dorchester,Condo/Co-op,114.0,445000.0,39.0,562529.161971831
9 W Broadway #513,758.0,1.0,1.0,M,M,Condo/Co-op,5.0,446.0,Seaport District,Condo/Co-op,113.0,615000.0,24.0,1137853.1846153846
66 Athens St #1,717.0,2.0,1.5,M,M,Condo/Co-op,15.0,141.0,South Boston,Condo/Co-op,15.0,465000.0,70.0,769346.4857594938
38 Gates St #2,1530.0,3.0,2.5,M,M,Condo/Co-op,9.0,261.0,South Boston,Condo/Co-op,119.0,979900.0,107.0,769346.4857594938
90 G St #2,830.0,1.0,1.0,M,M,Condo/Co-op,32.0,156.0,South Boston,Condo/Co-op,129.0,559000.0,33.0,769346.4857594938
38 Woodward St #1,695.0,2.0,1.0,M,M,Condo/Co-op,13.0,99.0,South Boston,Condo/Co-op,129.0,499000.0,46.0,769346.4857594938
368 Dorchester St #5,1062.0,2.0,2.0,M,M,Condo/Co-op,13.0,293.0,South Boston,Condo/Co-op,13.0,725000.0,47.0,769346.4857594938
27-29 Telegraph St #2,1379.0,3.0,2.5,M,M,Condo/Co-op,10.0,270.0,South Boston,Condo/Co-op,119.0,849900.0,47.0,769346.4857594938
368 Dorchester St #4,892.0,2.0,1.0,M,M,Condo/Co-op,13.0,251.0,South Boston,Condo/Co-op,13.0,645000.0,69.0,769346.4857594938
48 Telegraph St #2,915.0,2.0,2.0,S,S,Condo/Co-op,16.0,200.0,South Boston,Condo/Co-op,134.0,589900.0,59.0,769346.4857594938
77 Old Harbor St #1,1165.0,3.0,2.0,M,M,Condo/Co-op,16.0,220.0,South Boston,Condo/Co-op,114.0,699000.0,53.0,769346.4857594938
455 E Eighth St,1538.0,2.0,2.5,M,M,Single Family Residential,27.0,0.0,South Boston,Single Family Residential,27.0,899000.0,55.0,769346.4857594938
11 Middle St #1,1192.0,2.0,2.0,M,M,Condo/Co-op,20.0,160.0,South Boston,Condo/Co-op,109.0,524900.0,35.0,769346.4857594938
33 Washburn St #1,890.0,2.0,1.0,M,M,Condo/Co-op,13.0,200.0,Dorchester's Savin Hill,Condo/Co-op,120.0,479000.0,26.0,587871.7603305785
37 Mercer St #5,1041.0,2.0,2.0,M,M,Condo/Co-op,2.0,275.0,South Boston,Condo/Co-op,2.0,839000.0,49.0,769346.4857594938
283 Dorchester St #1,1387.0,2.0,2.0,M,M,Condo/Co-op,5.0,195.0,South Boston,Condo/Co-op,99.0,620000.0,23.0,769346.4857594938
21 Sanger St #3,924.0,2.0,1.0,S,M,Condo/Co-op,16.0,225.0,South Boston,Condo/Co-op,114.0,575000.0,43.0,769346.4857594938
69 Telegraph St #202,1143.0,2.0,2.0,M,M,Condo/Co-op,6.0,198.0,South Boston,Condo/Co-op,6.0,839000.0,38.0,769346.4857594938
28 Mitchell St #3,776.0,2.0,1.0,M,M,Condo/Co-op,13.0,220.0,South Boston,Condo/Co-op,13.0,515000.0,64.0,769346.4857594938
21 Sanger St #2,817.0,2.0,1.0,M,M,Condo/Co-op,16.0,165.0,South Boston,Condo/Co-op,114.0,549000.0,39.0,769346.4857594938
110 Chelsea St #3,644.0,1.0,1.0,M,M,Condo/Co-op,124.0,,East Boston,Condo/Co-op,124.0,249900.0,79.0,577539.0482315114
45 Province St #1103,1117.0,2.0,2.0,M,M,Condo/Co-op,10.0,650.0,Midtown,Condo/Co-op,10.0,1325000.0,137.0,1438016.4602272727
21 Harvard St #4,676.0,1.0,1.0,S,S,Condo/Co-op,35.0,149.0,Charlestown,Condo/Co-op,120.0,499000.0,43.0,842946.4683301344
47 Harvard St Unit B401,1443.0,2.0,2.5,M,M,Condo/Co-op,33.0,675.0,Charlestown,Condo/Co-op,33.0,949000.0,81.0,842946.4683301344
42 Eighth St #4304,709.0,1.0,1.0,M,M,Condo/Co-op,15.0,571.0,Charlestown,Condo/Co-op,120.0,550000.0,56.0,842946.4683301344
84 Bunker Hill St #3,750.0,1.0,1.0,M,M,Condo/Co-op,8.0,200.0,Charlestown,Condo/Co-op,134.0,475000.0,45.0,842946.4683301344
9 Prospect St #2,1104.0,2.0,2.0,M,M,Condo/Co-op,2.0,150.0,Charlestown,Condo/Co-op,129.0,959000.0,41.0,842946.4683301344
28 Harvard St #5,1353.0,2.0,2.0,M,M,Condo/Co-op,32.0,315.0,Charlestown,Condo/Co-op,119.0,989000.0,71.0,842946.4683301344
18 Cordis St,3509.0,6.0,3.0,S,M,Multi-Family (2-4 Unit),159.0,0.0,Charlestown,Multi-Family (2-4 Unit),159.0,2499000.0,70.0,842946.4683301344
9 Concord Ave,1173.0,2.0,1.5,S,S,Single Family Residential,149.0,0.0,Charlestown,Single Family Residential,149.0,799900.0,31.0,842946.4683301344
1 Rollins St Unit C104,1766.0,2.0,2.5,S,S,Condo/Co-op,17.0,909.0,South End,Condo/Co-op,17.0,1799000.0,45.0,1109405.737771739
157 Dorchester St #2,1292.0,2.0,2.0,M,M,Townhouse,19.0,300.0,South Boston,Townhouse,19.0,685000.0,77.0,769346.4857594938
410 E Third St #3,907.0,2.0,1.5,M,M,Condo/Co-op,13.0,122.0,South Boston,Condo/Co-op,99.0,549000.0,66.0,769346.4857594938
587 E Broadway #3,1225.0,3.0,1.5,M,M,Condo/Co-op,17.0,200.0,South Boston,Condo/Co-op,109.0,629000.0,45.0,769346.4857594938
151 Tremont St Unit 27G,590.0,1.0,1.0,M,M,Condo/Co-op,36.0,416.0,Midtown,Condo/Co-op,51.0,685000.0,56.0,1438016.4602272727
41 Cushing Ave #4,1668.0,2.0,2.0,M,M,Condo/Co-op,14.0,360.0,Dorchester,Condo/Co-op,120.0,625000.0,43.0,562529.161971831
9 High St,2052.0,5.0,2.0,M,M,Single Family Residential,3.0,0.0,Dorchester,Single Family Residential,147.0,469900.0,42.0,562529.161971831
94 G St #4,704.0,1.0,1.0,M,S,Condo/Co-op,34.0,141.0,South Boston,Condo/Co-op,122.0,399000.0,67.0,769346.4857594938
25 Channel Center St #602,1838.0,2.0,2.5,M,M,Condo/Co-op,15.0,978.0,Seaport District,Condo/Co-op,15.0,1525000.0,40.0,1137853.1846153846
129 D St #1,1298.0,2.0,2.0,M,M,Condo/Co-op,6.0,240.0,South Boston,Condo/Co-op,6.0,849000.0,42.0,769346.4857594938
540 E Broadway Unit 3D,952.0,2.0,2.0,M,M,Condo/Co-op,2.0,410.0,South Boston,Condo/Co-op,19.0,775000.0,29.0,769346.4857594938
102 D St #3,817.0,1.0,1.0,M,M,Condo/Co-op,7.0,250.0,South Boston,Condo/Co-op,7.0,499000.0,36.0,769346.4857594938
205 E St Unit 7-N,1050.0,2.0,2.0,L,M,Condo/Co-op,2.0,325.0,South Boston,Condo/Co-op,2.0,813750.0,44.0,769346.4857594938
16 Emerson St #2,585.0,1.0,1.0,M,M,Condo/Co-op,14.0,98.0,South Boston,Condo/Co-op,129.0,419900.0,59.0,769346.4857594938
9 W Broadway #322,1296.0,2.0,2.0,M,M,Condo/Co-op,17.0,583.0,South Boston,Condo/Co-op,113.0,934900.0,51.0,769346.4857594938
205 E St Unit 8-S,1110.0,2.0,2.0,L,L,Condo/Co-op,2.0,325.0,South Boston,Condo/Co-op,2.0,860250.0,64.0,769346.4857594938
227 D St #4,930.0,2.0,1.0,M,M,Condo/Co-op,19.0,125.0,South Boston,Condo/Co-op,99.0,545000.0,38.0,769346.4857594938
256 Athens St #3,916.0,2.0,1.0,M,M,Condo/Co-op,16.0,188.0,South Boston,Condo/Co-op,114.0,719000.0,49.0,769346.4857594938
437 D St Unit 6F,1719.0,2.0,2.0,S,S,Condo/Co-op,11.0,587.0,Seaport District,Condo/Co-op,99.0,1089000.0,34.0,1137853.1846153846
5 Grimes St #3,630.0,1.0,1.0,M,M,Condo/Co-op,9.0,100.0,South Boston,Condo/Co-op,129.0,449000.0,73.0,769346.4857594938
6 Elton St #3,1150.0,3.0,2.0,M,M,Condo/Co-op,19.0,250.0,Dorchester's Savin Hill,Condo/Co-op,114.0,609000.0,49.0,587871.7603305785
263 E Cottage St #1,1061.0,3.0,1.0,M,M,Condo/Co-op,2.0,163.0,Dorchester's Savin Hill,Condo/Co-op,114.0,399999.0,58.0,587871.7603305785
30 Taft St #1,1294.0,3.0,1.0,M,M,Condo/Co-op,18.0,220.0,Dorchester,Condo/Co-op,114.0,480000.0,28.0,562529.161971831
35 Sagamore St,2259.0,5.0,2.5,S,M,Single Family Residential,129.0,0.0,Dorchester's Savin Hill,Single Family Residential,129.0,735000.0,35.0,587871.7603305785
38-40 Harbor View St #1,1309.0,3.0,2.0,M,M,Condo/Co-op,6.0,205.0,Dorchester's Savin Hill,Condo/Co-op,114.0,499000.0,79.0,587871.7603305785
201 E Cottage St #2,1152.0,3.0,1.0,M,M,Condo/Co-op,20.0,238.0,Dorchester,Condo/Co-op,114.0,455900.0,49.0,562529.161971831
54 Crescent Ave Unit E,1172.0,2.0,1.5,S,S,Townhouse,7.0,232.0,Dorchester,Townhouse,30.0,473500.0,46.0,562529.161971831
296 Savin Hill Ave #1,1969.0,3.0,3.0,M,M,Condo/Co-op,14.0,215.0,Dorchester's Savin Hill,Condo/Co-op,114.0,599000.0,51.0,587871.7603305785
246 Boston St #6,1249.0,2.0,2.5,M,M,Condo/Co-op,4.0,272.0,Dorchester,Condo/Co-op,4.0,669000.0,131.0,562529.161971831
22 Buttonwood St #2,926.0,2.0,2.0,M,M,Condo/Co-op,14.0,200.0,Dorchester's Savin Hill,Condo/Co-op,114.0,439900.0,42.0,587871.7603305785
1-3 Davitt St #2,1020.0,2.0,2.0,M,M,Condo/Co-op,2.0,175.0,Dorchester's Savin Hill,Condo/Co-op,129.0,599000.0,32.0,587871.7603305785
301 Savin Hill Ave #1,1140.0,3.0,2.0,M,M,Condo/Co-op,4.0,200.0,Dorchester's Savin Hill,Condo/Co-op,114.0,609000.0,45.0,587871.7603305785
4 Windermere Rd #3,1372.0,3.0,2.0,M,M,Condo/Co-op,5.0,250.0,Dorchester's Savin Hill,Condo/Co-op,129.0,599900.0,73.0,587871.7603305785
16 Treadway Rd,1823.0,4.0,1.5,M,M,Single Family Residential,3.0,0.0,Dorchester's Savin Hill,Single Family Residential,119.0,639000.0,44.0,587871.7603305785
109 Sawyer Ave #2,1205.0,2.0,2.0,M,M,Condo/Co-op,15.0,262.0,Dorchester,Condo/Co-op,119.0,465000.0,37.0,562529.161971831
26 Rowell St #2,950.0,2.0,1.0,S,M,Condo/Co-op,33.0,250.0,Dorchester,Condo/Co-op,99.0,439900.0,48.0,562529.161971831
23 Newport St,3240.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),19.0,0.0,Dorchester,Multi-Family (2-4 Unit),104.0,995000.0,34.0,562529.161971831
11 Romsey St,3234.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Dorchester,Multi-Family (2-4 Unit),114.0,799900.0,43.0,562529.161971831
33 Adams St #2,1034.0,2.0,1.0,M,M,Condo/Co-op,14.0,216.0,Dorchester,Condo/Co-op,117.0,369000.0,47.0,562529.161971831
16 Eastman St #1,1010.0,3.0,2.0,M,M,Condo/Co-op,2.0,210.0,Dorchester,Condo/Co-op,109.0,459900.0,52.0,562529.161971831
995 Dorchester Ave #3,971.0,3.0,2.0,M,M,Condo/Co-op,5.0,200.0,Dorchester's Savin Hill,Condo/Co-op,114.0,519000.0,48.0,587871.7603305785
36 A St Unit 2B,1002.0,1.0,1.0,M,M,Condo/Co-op,13.0,463.0,South Boston,Condo/Co-op,13.0,750000.0,66.0,769346.4857594938
66 Bolton St,1270.0,4.0,2.5,S,S,Single Family Residential,129.0,0.0,South Boston,Single Family Residential,129.0,695000.0,34.0,769346.4857594938
150 Dorchester Ave #102,1055.0,2.0,1.0,M,M,Condo/Co-op,11.0,361.0,South Boston,Condo/Co-op,11.0,799000.0,43.0,769346.4857594938
9 W Broadway #203,1289.0,2.0,2.0,M,M,Condo/Co-op,17.0,720.0,South Boston,Condo/Co-op,113.0,1149900.0,31.0,769346.4857594938
9 W Broadway #214,818.0,1.0,1.5,M,M,Condo/Co-op,17.0,564.0,South Boston,Condo/Co-op,113.0,649000.0,42.0,769346.4857594938
179 W Second St,1935.0,3.0,3.5,M,M,Single Family Residential,4.0,0.0,South Boston,Single Family Residential,4.0,1750000.0,35.0,769346.4857594938
45 W Broadway #106,858.0,2.0,1.0,S,S,Condo/Co-op,17.0,423.0,South Boston,Condo/Co-op,119.0,401625.0,64.0,769346.4857594938
379 Meridian St #302,501.0,2.0,1.0,S,S,Condo/Co-op,34.0,206.0,East Boston,Condo/Co-op,99.0,322000.0,40.0,577539.0482315114
41 Condor St,3438.0,6.0,3.0,N,N,Multi-Family (2-4 Unit),17.0,0.0,East Boston,Multi-Family (2-4 Unit),109.0,999999.0,49.0,577539.0482315114
330 Meridian St #3,739.0,1.0,1.0,S,S,Condo/Co-op,13.0,208.0,East Boston,Condo/Co-op,13.0,282665.0,56.0,577539.0482315114
5 condor St #3,1206.0,3.0,1.0,S,S,Condo/Co-op,120.0,222.0,East Boston,Condo/Co-op,120.0,459000.0,27.0,577539.0482315114
396 Meridian St #4,489.0,1.0,1.0,S,S,Condo/Co-op,34.0,220.0,East Boston,Condo/Co-op,109.0,320000.0,28.0,577539.0482315114
4 White Street Pl,1270.0,3.0,2.0,M,M,Single Family Residential,139.0,0.0,East Boston,Single Family Residential,139.0,589000.0,36.0,577539.0482315114
172 Cottage St #3,679.0,2.0,1.0,M,M,Condo/Co-op,12.0,228.0,East Boston's Jeffries Point,Condo/Co-op,113.0,425000.0,46.0,577752.3559322035
158 Cottage St Unit 4F,937.0,2.0,1.0,M,M,Condo/Co-op,13.0,214.0,East Boston's Jeffries Point,Condo/Co-op,109.0,600000.0,41.0,577752.3559322035
412 Sumner St #3,825.0,2.0,1.0,M,M,Condo/Co-op,18.0,224.0,East Boston's Jeffries Point,Condo/Co-op,119.0,519900.0,35.0,577752.3559322035
155 Cottage St #5,556.0,2.0,1.0,M,M,Condo/Co-op,11.0,159.0,East Boston's Jeffries Point,Condo/Co-op,104.0,369000.0,36.0,577752.3559322035
71 Lubec St #3,502.0,1.0,1.0,M,M,Condo/Co-op,33.0,156.0,East Boston's Jeffries Point,Condo/Co-op,106.0,359900.0,49.0,577752.3559322035
155 Cottage St #2,609.0,1.0,1.0,M,M,Condo/Co-op,11.0,149.0,East Boston's Jeffries Point,Condo/Co-op,104.0,369000.0,37.0,577752.3559322035
412 Sumner St #1,1229.0,4.0,2.0,M,M,Condo/Co-op,18.0,237.0,East Boston's Jeffries Point,Condo/Co-op,119.0,529000.0,39.0,577752.3559322035
470 Sumner St,3009.0,8.0,3.0,S,S,Multi-Family (2-4 Unit),99.0,0.0,East Boston's Jeffries Point,Multi-Family (2-4 Unit),99.0,949900.0,48.0,577752.3559322035
37-39 Lamson St #3,1213.0,3.0,2.0,L,L,Condo/Co-op,2.0,257.0,East Boston's Jeffries Point,Condo/Co-op,109.0,749000.0,56.0,577752.3559322035
23 Fleet St #1,1259.0,3.0,2.0,S,S,Condo/Co-op,119.0,286.0,North End,Condo/Co-op,119.0,795000.0,56.0,713586.6813186812
197 Eighth St #212,1060.0,1.0,1.5,M,M,Condo/Co-op,30.0,653.0,Charlestown,Condo/Co-op,30.0,774900.0,16.0,842946.4683301344
42 Eighth St #1109,949.0,1.0,1.5,M,M,Condo/Co-op,15.0,632.0,Charlestown,Condo/Co-op,120.0,699000.0,46.0,842946.4683301344
6 Shipway Pl #6,1475.0,2.0,2.5,M,M,Townhouse,11.0,660.0,Charlestown,Townhouse,34.0,1025000.0,85.0,842946.4683301344
42 Eighth St #2310,844.0,1.0,1.0,M,M,Condo/Co-op,15.0,609.0,Charlestown,Condo/Co-op,120.0,589000.0,45.0,842946.4683301344
45 First Ave #103,818.0,2.0,1.0,M,M,Condo/Co-op,4.0,512.0,Charlestown,Condo/Co-op,4.0,615000.0,47.0,842946.4683301344
45 First Ave #307,500.0,1.0,1.0,M,M,Condo/Co-op,4.0,388.0,Charlestown,Condo/Co-op,4.0,459000.0,106.0,842946.4683301344
197 Eighth St #620,1144.0,2.0,2.0,M,M,Condo/Co-op,30.0,594.0,Charlestown,Condo/Co-op,30.0,879000.0,54.0,842946.4683301344
7 Kelley Ct,1976.0,3.0,3.5,L,L,Single Family Residential,2.0,0.0,Charlestown,Single Family Residential,2.0,1099000.0,46.0,842946.4683301344
3 Rollins Pl,1795.0,3.0,2.0,N,N,Single Family Residential,176.0,0.0,Beacon Hill,Single Family Residential,176.0,1475000.0,52.0,1108321.586419753
20 Joy St #2,579.0,1.0,1.0,M,S,Condo/Co-op,40.0,238.0,Beacon Hill,Condo/Co-op,164.0,535000.0,35.0,1108321.586419753
36 Myrtle St #5,657.0,2.0,1.0,M,M,Condo/Co-op,36.0,394.0,Beacon Hill,Condo/Co-op,119.0,659000.0,50.0,1108321.586419753
580 Washington St #1103,1625.0,3.0,3.0,L,L,Condo/Co-op,6.0,1847.0,Midtown,Condo/Co-op,6.0,2189000.0,84.0,1438016.4602272727
26 Temple St #3,982.0,2.0,1.0,M,M,Condo/Co-op,9.0,160.0,Beacon Hill,Condo/Co-op,159.0,925000.0,29.0,1108321.586419753
11 Myrtle St #5,595.0,1.0,1.0,S,S,Condo/Co-op,36.0,360.0,Beacon Hill,Condo/Co-op,99.0,699000.0,67.0,1108321.586419753
35 Channel Center St #404,995.0,1.0,1.5,M,M,Condo/Co-op,2.0,494.0,Seaport District,Condo/Co-op,100.0,799000.0,113.0,1137853.1846153846
1 Franklin St #2607,1362.0,2.0,2.5,L,L,Condo/Co-op,3.0,1403.0,Midtown,Condo/Co-op,3.0,1999000.0,54.0,1438016.4602272727
85 E India Row Unit 7B,1644.0,2.0,3.0,M,M,Condo/Co-op,49.0,1749.0,Waterfront,Condo/Co-op,49.0,1495000.0,40.0,1175421.3673469387
1 Franklin St #1608,1566.0,2.0,2.0,L,L,Condo/Co-op,3.0,1388.0,Midtown,Condo/Co-op,3.0,2195000.0,52.0,1438016.4602272727
80 Broad St #307,1410.0,2.0,2.0,M,M,Condo/Co-op,13.0,1129.0,Waterfront,Condo/Co-op,13.0,1295000.0,60.0,1175421.3673469387
21 Wormwood St #218,608.0,1.0,1.0,S,S,Condo/Co-op,20.0,174.0,Seaport District,Condo/Co-op,119.0,579000.0,35.0,1137853.1846153846
500 Atlantic Ave Unit 19M,1483.0,2.0,2.5,L,L,Condo/Co-op,13.0,2170.0,Waterfront,Condo/Co-op,13.0,1930000.0,25.0,1175421.3673469387
25 Channel Center St #403,2103.0,2.0,2.5,M,M,Condo/Co-op,5.0,1032.0,Seaport District,Condo/Co-op,15.0,1749000.0,66.0,1137853.1846153846
65 E India Row Unit 18G,1210.0,2.0,2.0,M,M,Condo/Co-op,47.0,1052.0,Waterfront,Condo/Co-op,47.0,1149000.0,48.0,1175421.3673469387
33 Sleeper St #308,1328.0,2.0,1.0,M,M,Condo/Co-op,4.0,563.0,Seaport District,Condo/Co-op,108.0,1199000.0,50.0,1137853.1846153846
437 D St Unit 4B,1497.0,2.0,2.0,M,M,Condo/Co-op,4.0,482.0,Seaport District,Condo/Co-op,99.0,1199000.0,53.0,1137853.1846153846
45 Province St #1902,1378.0,2.0,2.0,L,L,Condo/Co-op,12.0,1411.0,Midtown,Condo/Co-op,12.0,1550000.0,67.0,1438016.4602272727
319 A St #204,521.0,0.0,1.0,M,M,Condo/Co-op,106.0,504.0,Seaport District,Condo/Co-op,106.0,649000.0,15.0,1137853.1846153846
108 Lincoln St Unit 3B,1615.0,3.0,1.5,M,M,Condo/Co-op,17.0,482.0,Midtown,Condo/Co-op,120.0,1199000.0,32.0,1438016.4602272727
45 Province St #1602,1378.0,2.0,2.0,L,L,Condo/Co-op,10.0,1296.0,Midtown,Condo/Co-op,10.0,1650000.0,44.0,1438016.4602272727
80 Broad St #401,1910.0,3.0,2.5,M,M,Condo/Co-op,13.0,1703.0,Waterfront,Condo/Co-op,13.0,1375000.0,62.0,1175421.3673469387
65 E India Row Unit 25F,1915.0,2.0,2.5,M,M,Condo/Co-op,49.0,2027.0,Waterfront,Condo/Co-op,49.0,1895000.0,22.0,1175421.3673469387
80 Broad St #909,596.0,1.0,1.0,M,M,Condo/Co-op,13.0,612.0,Waterfront,Condo/Co-op,13.0,629000.0,54.0,1175421.3673469387
319 A St #404,526.0,0.0,1.0,M,M,Condo/Co-op,3.0,552.0,Seaport District,Condo/Co-op,3.0,639900.0,50.0,1137853.1846153846
1 Franklin St #1404,1498.0,2.0,2.0,L,L,Condo/Co-op,3.0,1464.0,Midtown,Condo/Co-op,3.0,2150000.0,21.0,1438016.4602272727
21 Wormwood St #611,2063.0,2.0,2.0,M,M,Condo/Co-op,20.0,950.0,Seaport District,Condo/Co-op,129.0,2375000.0,14.0,1137853.1846153846
85 E India Row Unit 38C,1226.0,1.0,2.0,M,M,Condo/Co-op,4.0,1400.0,Waterfront,Condo/Co-op,47.0,1699000.0,13.0,1175421.3673469387
65 E India Row Unit 23C,1226.0,2.0,2.0,M,M,Condo/Co-op,47.0,1261.0,Waterfront,Condo/Co-op,47.0,1200000.0,12.0,1175421.3673469387
45 Province St #1508,966.0,2.0,2.0,M,M,Condo/Co-op,12.0,545.0,Midtown,Condo/Co-op,12.0,1100000.0,52.0,1438016.4602272727
1 Franklin St #1003,1406.0,2.0,2.0,L,L,Condo/Co-op,3.0,1398.0,Midtown,Condo/Co-op,3.0,1850000.0,55.0,1438016.4602272727
4 Melrose St,2454.0,3.0,3.0,L,L,Single Family Residential,8.0,0.0,South End,Single Family Residential,144.0,1995000.0,103.0,1109405.737771739
50 Pinckney St #2,602.0,1.0,1.0,M,M,Condo/Co-op,45.0,120.0,Beacon Hill,Condo/Co-op,169.0,720000.0,45.0,1108321.586419753
1 Nassau St #1009,1328.0,2.0,2.0,M,M,Condo/Co-op,15.0,1005.0,Midtown,Condo/Co-op,15.0,1000000.0,59.0,1438016.4602272727
71 Myrtle St #201,808.0,2.0,1.0,M,M,Condo/Co-op,32.0,258.0,Beacon Hill,Condo/Co-op,119.0,799000.0,80.0,1108321.586419753
65 Anderson St Unit 1B,1400.0,2.0,2.0,L,L,Condo/Co-op,12.0,516.0,Beacon Hill,Condo/Co-op,169.0,1890000.0,18.0,1108321.586419753
170 Tremont St #1604,1169.0,2.0,2.0,M,L,Condo/Co-op,30.0,1500.0,Midtown,Condo/Co-op,30.0,1475000.0,25.0,1438016.4602272727
2 Avery St Unit 31G,1257.0,2.0,2.0,M,L,Condo/Co-op,20.0,1865.0,Midtown,Condo/Co-op,20.0,1750000.0,22.0,1438016.4602272727
21 Beacon St Unit 3K,262.0,0.0,1.0,N,S,Condo/Co-op,23.0,218.0,Beacon Hill,Condo/Co-op,120.0,389000.0,34.0,1108321.586419753
2 Rollins St Unit D603,1095.0,2.0,2.0,S,S,Condo/Co-op,17.0,575.0,South End,Condo/Co-op,17.0,1129000.0,55.0,1109405.737771739
1 Avery St Ph 1D,2036.0,2.0,2.5,L,L,Condo/Co-op,19.0,3107.0,Midtown,Condo/Co-op,19.0,2995000.0,39.0,1438016.4602272727
28 R Phillips St,1680.0,2.0,2.0,M,M,Single Family Residential,11.0,0.0,Beacon Hill,Single Family Residential,11.0,1600000.0,56.0,1108321.586419753
23 Pinckney St #3,1163.0,2.0,2.0,M,M,Condo/Co-op,11.0,497.0,Beacon Hill,Condo/Co-op,154.0,1500000.0,35.0,1108321.586419753
110 Stuart St Unit 19G,1871.0,2.0,2.5,L,L,Condo/Co-op,10.0,1832.0,Midtown,Condo/Co-op,10.0,2580000.0,46.0,1438016.4602272727
20 Beacon St #4,2343.0,3.0,3.0,L,L,Condo/Co-op,13.0,765.0,Beacon Hill,Condo/Co-op,120.0,2900000.0,24.0,1108321.586419753
165 Tremont St #303,1479.0,2.0,2.0,L,L,Condo/Co-op,14.0,1184.0,Midtown,Condo/Co-op,14.0,1735000.0,37.0,1438016.4602272727
3 Avery St #402,801.0,1.0,1.0,M,M,Condo/Co-op,15.0,1425.0,Midtown,Condo/Co-op,15.0,600001.0,36.0,1438016.4602272727
1 Avery St Unit 22A,2242.0,3.0,3.5,M,M,Condo/Co-op,19.0,3262.0,Midtown,Condo/Co-op,19.0,2550000.0,45.0,1438016.4602272727
79 Myrtle St #5,1330.0,2.0,2.0,M,M,Condo/Co-op,16.0,296.0,Beacon Hill,Condo/Co-op,149.0,1395000.0,41.0,1108321.586419753
58 Pinckney St #3,1927.0,3.0,2.5,L,L,Condo/Co-op,13.0,543.0,Beacon Hill,Condo/Co-op,120.0,2995000.0,28.0,1108321.586419753
10 Bowdoin St #207,1740.0,3.0,2.5,M,M,Condo/Co-op,15.0,704.0,Beacon Hill,Condo/Co-op,15.0,1795000.0,58.0,1108321.586419753
170 Tremont St #403,690.0,1.0,1.0,M,L,Condo/Co-op,30.0,658.0,Midtown,Condo/Co-op,30.0,695000.0,47.0,1438016.4602272727
29 Fayette St Unit G1,511.0,1.0,1.0,M,M,Condo/Co-op,4.0,336.0,South End,Condo/Co-op,129.0,489000.0,47.0,1109405.737771739
54 Crescent Ave Unit O,1307.0,2.0,1.5,S,S,Townhouse,30.0,210.0,Dorchester,Townhouse,30.0,530000.0,64.0,562529.161971831
61 Crescent Ave,3231.0,9.0,3.0,M,M,Multi-Family (2-4 Unit),3.0,0.0,Dorchester,Multi-Family (2-4 Unit),114.0,900000.0,69.0,562529.161971831
114 Boston St,2997.0,8.0,3.0,S,S,Multi-Family (2-4 Unit),19.0,0.0,South Boston,Multi-Family (2-4 Unit),114.0,1100000.0,7.0,769346.4857594938
186 Sydney St #2,939.0,3.0,1.0,M,M,Condo/Co-op,15.0,150.0,Dorchester,Condo/Co-op,114.0,449900.0,52.0,562529.161971831
2 Pleasant St #2,1219.0,2.0,1.0,M,M,Condo/Co-op,15.0,217.0,Dorchester's Savin Hill,Condo/Co-op,114.0,465000.0,44.0,587871.7603305785
46 Newport St #1,904.0,2.0,2.0,M,M,Condo/Co-op,11.0,150.0,Dorchester's Savin Hill,Condo/Co-op,109.0,499000.0,45.0,587871.7603305785
36 Saxton St #2,1100.0,2.0,2.0,M,M,Condo/Co-op,14.0,235.0,Dorchester's Savin Hill,Condo/Co-op,114.0,509000.0,38.0,587871.7603305785
944 Dorchester Ave #29,1083.0,0.0,1.0,M,M,Condo/Co-op,10.0,470.0,Dorchester,Condo/Co-op,109.0,519000.0,44.0,562529.161971831
246 BOSTON St #2,1556.0,2.0,2.5,M,M,Condo/Co-op,5.0,293.0,Dorchester,Condo/Co-op,4.0,699000.0,45.0,562529.161971831
14 Whitby Ter #1,1872.0,3.0,1.0,S,S,Condo/Co-op,33.0,245.0,Dorchester,Condo/Co-op,119.0,650000.0,43.0,562529.161971831
944 Dorchester Ave #43,1077.0,1.0,1.0,M,M,Condo/Co-op,8.0,517.0,Dorchester,Condo/Co-op,109.0,550000.0,42.0,562529.161971831
838 Dorchester Ave #3,1201.0,2.0,2.0,M,M,Condo/Co-op,7.0,230.0,Dorchester,Condo/Co-op,7.0,659000.0,57.0,562529.161971831
