DIFF_FROM_NEIGH_AVE_LIST_PRICE,HOA_FEES,YRS_SINCE_REMOD,AGE_OF_HOME,PROPERTY_TYPE_Condo/Co-op,PROPERTY_TYPE_Multi-Family (2-4 Unit),BTH_STYLE_M,KITCH_STYLE_M,trend,Intercept,Error
0.000001682067,-0.001848481470,0.014999302900,-0.021326730000,-2.937693670000,6.118101900000,-1.929877320000,0.819515703000,1.105010670000,-2.395495590000,19.958000000000
