DIFF_FROM_NEIGHBOR_AVE_LIST_PRICE,HOA_FEES,YRS_SINCE_REMOD,AGE_OF_HOME,PROPERTY_TYPE_Condo/Co-op,PROPERTY_TYPE_Multi-Family (2-4 Unit),BTH_STYLE_M,KITCH_STYLE_M,trend
140373.72815533978,0.0,30.0,84.0,0,1,1,1,49.095744430692214
275587.58129175944,0.0,10.0,10.0,0,0,1,1,53.658885394781244
116587.58129175946,0.0,11.0,11.0,0,0,1,1,53.73336218674199
35175.89222373802,0.0,21.0,144.0,0,0,1,1,53.82884980492944
740983.5397727273,2073.0,10.0,10.0,1,0,0,0,50.159076084991646
-299016.4602272727,1196.0,19.0,19.0,1,0,1,1,52.12104274268022
-80344.09619686799,1017.0,10.0,10.0,1,0,0,0,51.725453886390845
-399016.4602272727,706.0,10.0,10.0,1,0,1,1,49.35953726574161
-739016.4602272727,1768.0,19.0,19.0,1,0,1,1,52.502177730649684
-320405.73777173896,410.0,3.0,13.0,1,0,1,1,49.35953726574161
-799016.4602272727,526.0,10.0,10.0,1,0,0,0,51.725453886390845
-909016.4602272728,299.0,30.0,30.0,1,0,0,0,52.12104274268022
56983.539772727294,1579.0,19.0,19.0,1,0,1,1,49.35953726574161
-788016.4602272727,420.0,36.0,52.0,1,0,0,0,53.45752870357929
-584405.737771739,291.0,14.0,119.0,1,0,0,0,52.502177730649684
92272.54054054053,0.0,9.0,119.0,0,0,1,1,50.57781073690932
-70727.45945945947,0.0,3.0,119.0,0,0,1,1,50.95775611199314
41273.72815533978,0.0,109.0,109.0,0,0,0,0,49.095744430692214
51273.728155339784,0.0,2.0,99.0,0,0,1,1,49.76020481246014
80373.72815533978,0.0,109.0,109.0,0,0,1,1,49.35953726574161
-39728.45945945947,0.0,4.0,69.0,0,0,1,1,53.74985170016183
-38764.75438596495,220.0,13.0,13.0,0,0,1,1,53.44233391370959
126470.838028169,0.0,97.0,97.0,0,0,0,1,53.73336218674199
-93529.161971831,0.0,20.0,104.0,0,1,1,1,53.658885394781244
-392252.35593220335,340.0,119.0,119.0,1,0,1,1,53.74985170016183
-202539.0482315113,1.0,3.0,119.0,1,0,1,1,53.73336218674199
-358321.58641975303,432.0,119.0,119.0,1,0,0,0,50.95775611199314
-359321.58641975303,505.0,99.0,99.0,1,0,0,0,50.159076084991646
-162871.76033057855,175.0,13.0,114.0,1,0,1,1,53.54438576992164
-73412.41870824057,92.0,9.0,114.0,1,0,1,1,49.76020481246014
-124412.41870824054,200.0,14.0,114.0,1,0,1,1,51.3171949018134
-73512.41870824057,0.0,61.0,61.0,0,0,0,0,49.095744430692214
66487.58129175943,0.0,7.0,99.0,0,1,1,0,50.57781073690932
-150727.45945945947,368.0,2.0,32.0,0,0,1,1,49.76020481246014
106487.58129175943,0.0,8.0,119.0,0,0,1,1,50.95775611199314
6587.581291759445,0.0,2.0,102.0,0,0,0,1,51.725453886390845
-23412.418708240555,0.0,101.0,101.0,0,0,0,0,52.502177730649684
-84412.41870824057,207.0,14.0,109.0,1,0,1,1,50.159076084991646
-303924.107776262,250.0,11.0,114.0,1,0,1,1,51.3171949018134
-124827.45945945947,190.0,15.0,15.0,1,0,1,1,50.95775611199314
-24412.418708240555,222.0,16.0,68.0,1,0,1,1,50.159076084991646
-54412.418708240555,0.0,94.0,94.0,0,0,0,0,52.12104274268022
-44412.418708240555,0.0,8.0,89.0,0,0,0,1,52.502177730649684
-64827.459459459475,0.0,109.0,109.0,0,0,1,1,50.57781073690932
-149827.45945945947,0.0,94.0,94.0,0,0,0,0,53.44233391370959
-53512.418708240555,0.0,12.0,119.0,0,0,1,1,51.3171949018134
-164824.10777626198,0.0,94.0,94.0,0,0,0,0,51.725453886390845
-9827.459459459467,0.0,6.0,94.0,0,0,1,1,52.82029713961896
5587.581291759445,300.0,2.0,32.0,0,0,1,1,49.35953726574161
-88627.27184466024,0.0,2.0,109.0,0,0,1,1,53.45752870357929
-244412.41870824056,319.0,32.0,32.0,1,0,1,1,50.57781073690932
116195.0,263.0,7.0,219.0,1,0,1,1,52.12104274268022
-161603.5923344948,445.0,39.0,99.0,1,0,1,1,49.35953726574161
-27639.04823151126,0.0,119.0,119.0,0,1,0,0,53.84929272353954
-136009.9384615384,604.0,30.0,30.0,1,0,1,1,51.725453886390845
-258503.5923344948,411.0,2.0,113.0,1,0,1,1,50.57781073690932
212396.4076655052,0.0,19.0,99.0,0,1,0,0,52.82029713961896
292396.4076655052,0.0,3.0,114.0,0,0,1,1,52.12104274268022
-88503.59233449481,0.0,69.0,69.0,0,0,0,0,52.12104274268022
611496.4076655052,0.0,9.0,94.0,0,1,1,1,53.45752870357929
-268503.5923344948,381.0,55.0,55.0,1,0,1,1,50.159076084991646
662496.4076655052,0.0,94.0,94.0,0,1,0,0,51.3171949018134
62396.407665505176,0.0,129.0,129.0,0,1,0,0,52.502177730649684
261496.4076655052,0.0,94.0,94.0,0,1,0,0,50.159076084991646
-224446.48575949366,191.0,28.0,28.0,1,0,0,1,53.45752870357929
-138871.76033057855,225.0,14.0,101.0,1,0,1,1,53.44233391370959
-238752.35593220327,100.0,119.0,119.0,1,0,1,1,53.82884980492944
221247.64406779665,150.0,2.0,114.0,1,0,1,1,53.73336218674199
-207864.7543859649,0.0,15.0,114.0,0,1,0,0,53.73336218674199
-214824.10777626198,240.0,15.0,119.0,1,0,1,1,53.54438576992164
109653.51424050632,0.0,6.0,139.0,0,0,1,0,53.44233391370959
-459405.73777173896,231.0,19.0,120.0,1,0,1,1,53.73336218674199
-413529.161971831,200.0,30.0,119.0,1,0,0,0,53.84929272353954
-334805.0,249.0,14.0,120.0,1,0,1,1,53.84929272353954
-330405.73777173896,303.0,19.0,139.0,1,0,1,1,53.54438576992164
-559505.737771739,255.0,14.0,107.0,1,0,1,1,53.73336218674199
785594.262228261,427.0,13.0,144.0,1,0,1,1,53.44233391370959
-134405.73777173902,259.0,18.0,119.0,1,0,1,1,53.45752870357929
-384405.73777173896,215.0,7.0,119.0,1,0,1,1,53.17250077097781
-158764.75438596494,200.0,119.0,119.0,1,0,1,1,53.74985170016183
-98764.75438596494,200.0,119.0,119.0,0,0,1,1,53.74985170016183
-672405.737771739,304.0,32.0,114.0,1,0,0,0,53.45752870357929
-138764.75438596494,0.0,129.0,129.0,0,0,0,0,53.82884980492944
-227539.0482315113,300.0,3.0,119.0,1,0,1,1,53.73336218674199
-124412.41870824054,0.0,11.0,139.0,0,0,1,1,53.658885394781244
-124412.41870824054,100.0,91.0,91.0,1,0,1,1,53.44233391370959
-258764.7543859649,232.0,16.0,134.0,1,0,1,1,52.12104274268022
-9405.737771739019,612.0,13.0,13.0,1,0,1,1,53.17250077097781
-534405.737771739,367.0,2.0,169.0,1,0,1,1,52.12104274268022
-550405.737771739,123.0,22.0,119.0,1,0,0,1,52.82029713961896
125175.89222373805,230.0,14.0,109.0,1,0,1,1,53.54438576992164
136075.89222373802,252.0,15.0,109.0,1,0,1,0,53.82884980492944
-73512.41870824057,125.0,3.0,99.0,1,0,1,1,53.54438576992164
-133412.41870824056,0.0,89.0,89.0,0,0,0,0,53.54438576992164
-34412.418708240555,0.0,3.0,119.0,0,0,1,1,53.82884980492944
-184412.41870824056,213.0,4.0,94.0,1,0,1,1,53.44233391370959
-298412.41870824056,190.0,114.0,114.0,1,0,0,0,53.54438576992164
-313924.107776262,468.0,17.0,99.0,1,0,1,1,53.73336218674199
43247.713131313096,0.0,8.0,81.0,0,0,1,1,53.44233391370959
-179827.4594594595,200.0,20.0,31.0,0,0,0,0,53.84929272353954
79272.54054054053,0.0,19.0,99.0,0,1,0,0,53.84929272353954
35175.89222373802,225.0,16.0,114.0,1,0,1,1,53.44233391370959
-304811.107776262,359.0,37.0,94.0,1,0,0,1,53.658885394781244
-147871.76033057855,246.0,4.0,114.0,1,0,1,1,53.84929272353954
301128.23966942145,0.0,114.0,114.0,0,1,0,0,53.54438576992164
136470.838028169,0.0,3.0,3.0,0,0,1,1,53.84929272353954
-43529.161971831,198.0,11.0,102.0,1,0,1,1,53.45752870357929
-130405.73777173902,300.0,39.0,129.0,1,0,1,1,52.82029713961896
40594.26222826098,293.0,9.0,129.0,1,0,1,1,53.17250077097781
-54412.418708240555,200.0,4.0,3.0,1,0,1,1,53.54438576992164
-388824.1077762621,341.0,19.0,99.0,1,0,1,1,53.17250077097781
35175.89222373802,1024.0,4.0,40.0,0,0,1,0,53.82884980492944
-289824.107776262,192.0,99.0,99.0,1,0,1,1,53.54438576992164
512496.4076655053,0.0,18.0,92.0,0,1,1,1,53.658885394781244
-44824.10777626198,659.0,13.0,93.0,1,0,1,1,53.84929272353954
-424733.1077762621,768.0,13.0,93.0,1,0,1,1,53.44233391370959
-174824.10777626198,150.0,10.0,114.0,1,0,0,1,53.54438576992164
-104412.41870824057,0.0,69.0,69.0,0,0,0,0,53.44233391370959
36587.581291759445,0.0,119.0,119.0,0,0,0,1,53.74985170016183
-88824.10777626197,375.0,12.0,99.0,1,0,1,1,53.82884980492944
-264824.107776262,185.0,9.0,119.0,1,0,1,1,53.54438576992164
-163825.10777626198,244.0,16.0,114.0,1,0,1,0,53.54438576992164
-164824.10777626198,304.0,33.0,114.0,1,0,1,1,53.54438576992164
-163825.10777626198,200.0,19.0,119.0,1,0,1,1,53.82884980492944
-104727.45945945947,0.0,65.0,65.0,0,0,1,1,53.54438576992164
-124824.10777626195,200.0,33.0,99.0,1,0,0,0,53.44233391370959
-138824.10777626198,215.0,15.0,94.0,1,0,1,1,53.44233391370959
-278824.107776262,270.0,99.0,99.0,1,0,0,1,53.54438576992164
-203924.10777626198,0.0,6.0,59.0,0,0,0,1,53.74985170016183
-234824.10777626198,0.0,59.0,59.0,0,0,0,0,53.54438576992164
-328805.0,315.0,37.0,97.0,1,0,0,0,53.84929272353954
-193905.0,300.0,7.0,105.0,1,0,1,1,53.54438576992164
-238824.10777626198,211.0,12.0,114.0,1,0,1,1,52.12104274268022
321175.892223738,291.0,5.0,5.0,1,0,0,0,52.502177730649684
-143946.4683301344,162.0,13.0,134.0,0,0,1,1,53.45752870357929
-164824.10777626198,150.0,14.0,114.0,1,0,1,1,53.54438576992164
125175.89222373805,250.0,114.0,114.0,1,0,1,1,53.54438576992164
135175.89222373802,0.0,129.0,129.0,0,1,0,0,53.82884980492944
-134824.10777626198,219.0,114.0,114.0,1,0,1,1,53.73336218674199
75175.89222373803,288.0,114.0,114.0,1,0,1,1,53.54438576992164
1331175.892223738,0.0,33.0,33.0,0,1,1,1,53.54438576992164
435175.89222373796,283.0,2.0,3.0,0,0,1,0,53.17250077097781
-204824.10777626198,220.0,14.0,105.0,1,0,1,1,53.74985170016183
-214824.10777626198,350.0,10.0,114.0,1,0,1,1,53.54438576992164
335175.892223738,275.0,2.0,3.0,0,0,1,0,53.84929272353954
-264824.107776262,200.0,10.0,114.0,1,0,0,0,53.44233391370959
-61551.979999999974,0.0,84.0,84.0,0,0,0,1,53.84929272353954
-91551.97999999998,0.0,56.0,56.0,0,0,1,1,53.74985170016183
199272.5405405405,0.0,2.0,2.0,0,0,1,1,52.502177730649684
-89827.45945945947,0.0,71.0,71.0,0,0,0,0,53.44233391370959
-29727.459459459467,0.0,3.0,59.0,0,0,1,1,52.82029713961896
-71551.97999999997,0.0,23.0,109.0,0,0,0,0,52.502177730649684
-560344.096196868,357.0,6.0,119.0,1,0,1,1,53.82884980492944
-178539.04823151126,0.0,119.0,119.0,0,1,1,0,53.44233391370959
-63946.468330134405,508.0,23.0,120.0,1,0,1,1,53.82884980492944
-182539.0482315113,0.0,2.0,119.0,0,0,1,1,53.44233391370959
-178539.04823151126,0.0,79.0,79.0,0,0,0,0,53.74985170016183
-175752.2868686869,0.0,99.0,99.0,0,0,1,1,53.54438576992164
802247.6440677965,0.0,109.0,109.0,0,1,1,0,49.35953726574161
171460.95176848874,0.0,9.0,109.0,0,1,0,0,52.12104274268022
-243946.4683301344,984.0,32.0,99.0,1,0,1,1,50.159076084991646
97460.95176848873,0.0,119.0,119.0,0,1,0,0,52.12104274268022
-213946.4683301344,616.0,4.0,4.0,1,0,1,1,50.159076084991646
-80421.3673469387,494.0,36.0,36.0,1,0,1,1,50.95775611199314
121460.95176848875,242.0,2.0,120.0,1,0,0,0,49.35953726574161
-233586.68131868128,224.0,13.0,120.0,1,0,1,1,52.502177730649684
-298586.6813186813,160.0,49.0,119.0,1,0,1,1,52.12104274268022
114147.71313131312,0.0,5.0,93.0,0,1,1,0,53.658885394781244
413247.7131313132,0.0,2.0,113.0,0,0,0,1,53.54438576992164
-245009.9384615384,165.0,36.0,115.0,1,0,1,1,53.82884980492944
-610405.737771739,274.0,34.0,34.0,1,0,0,0,53.82884980492944
-260405.73777173905,158.0,5.0,99.0,1,0,1,1,53.658885394781244
-610405.737771739,187.0,18.0,109.0,1,0,1,1,53.84929272353954
-348503.5923344948,252.0,29.0,94.0,1,0,1,1,53.54438576992164
-348046.4683301344,168.0,18.0,129.0,1,0,1,1,53.82884980492944
11128.239669421455,0.0,129.0,129.0,0,0,0,0,53.82884980492944
-134539.04823151126,0.0,119.0,119.0,0,0,0,0,53.45752870357929
92450.95176848873,0.0,119.0,119.0,0,1,1,1,53.54438576992164
232053.5316698656,310.0,119.0,119.0,1,0,1,1,53.658885394781244
-257946.4683301344,163.0,3.0,18.0,1,0,1,1,53.82884980492944
126053.53166986561,215.0,13.0,13.0,1,0,1,1,53.44233391370959
272360.95176848874,0.0,2.0,119.0,0,1,1,1,53.74985170016183
-303252.3559322033,227.0,30.0,109.0,1,0,1,1,53.54438576992164
-420346.48575949366,195.0,14.0,139.0,1,0,1,1,53.54438576992164
139655.90380313198,543.0,40.0,149.0,1,0,1,0,53.82884980492944
1511983.5397727273,2212.0,19.0,18.0,1,0,0,0,53.44233391370959
-89347.48575949368,175.0,114.0,114.0,1,0,1,1,53.54438576992164
-591344.096196868,517.0,119.0,119.0,1,0,0,1,53.54438576992164
-313924.107776262,235.0,39.0,109.0,1,0,0,1,53.84929272353954
-187639.0482315113,0.0,3.0,119.0,0,1,1,1,53.74985170016183
-310346.4857594937,106.0,16.0,144.0,1,0,0,1,53.658885394781244
-334824.107776262,150.0,13.0,123.0,1,0,0,0,53.82884980492944
-214824.10777626198,171.0,4.0,114.0,1,0,1,1,53.658885394781244
-70346.48575949366,0.0,12.0,129.0,0,0,1,1,53.54438576992164
-219446.48575949366,190.0,13.0,134.0,1,0,1,1,53.44233391370959
307053.5316698656,384.0,20.0,144.0,1,0,1,1,53.44233391370959
156053.5316698656,882.0,2.0,35.0,0,0,1,0,53.658885394781244
491175.89222373796,139.0,5.0,119.0,1,0,0,1,49.095744430692214
-69446.48575949366,0.0,129.0,129.0,0,1,1,1,53.73336218674199
-190346.48575949366,138.0,4.0,129.0,1,0,1,1,53.45752870357929
580653.5142405063,0.0,15.0,129.0,0,0,0,0,53.54438576992164
162470.838028169,0.0,4.0,129.0,0,1,1,1,53.658885394781244
-168626.27184466022,0.0,66.0,66.0,0,0,0,0,53.54438576992164
-79727.45945945947,0.0,21.0,109.0,0,0,1,1,52.502177730649684
149272.54054054053,0.0,9.0,9.0,0,0,1,1,53.658885394781244
-210727.4594594595,130.0,24.0,99.0,1,0,0,0,53.82884980492944
-49827.45945945948,266.0,38.0,101.0,0,0,1,1,53.84929272353954
-113924.10777626195,0.0,14.0,119.0,0,0,1,1,53.44233391370959
-430405.73777173896,300.0,18.0,134.0,1,0,0,1,53.84929272353954
-214405.73777173905,138.0,3.0,159.0,0,0,0,1,53.54438576992164
135594.26222826098,301.0,12.0,12.0,1,0,0,0,53.82884980492944
121460.95176848875,0.0,9.0,119.0,0,1,1,1,53.54438576992164
-28539.048231511264,0.0,119.0,119.0,0,1,0,0,53.84929272353954
-226846.48575949372,180.0,19.0,119.0,1,0,1,1,51.725453886390845
79653.51424050634,150.0,10.0,119.0,1,0,1,1,50.95775611199314
-170346.48575949366,125.0,2.0,104.0,1,0,1,1,49.76020481246014
-120346.48575949365,240.0,16.0,114.0,1,0,1,1,51.3171949018134
-240346.48575949372,140.0,15.0,119.0,1,0,1,1,50.159076084991646
-120346.48575949365,0.0,19.0,129.0,1,0,0,1,50.159076084991646
-220405.73777173905,352.0,2.0,69.0,0,0,0,0,53.82884980492944
429653.5142405064,300.0,2.0,2.0,1,0,0,0,52.502177730649684
-90346.48575949368,140.0,2.0,2.0,1,0,1,1,50.95775611199314
829653.5142405062,400.0,2.0,2.0,1,0,0,0,52.502177730649684
-394346.48575949366,349.0,2.0,73.0,1,0,1,1,50.57781073690932
-324824.107776262,259.0,34.0,59.0,1,0,1,1,50.159076084991646
59653.51424050634,154.0,129.0,129.0,1,0,1,1,53.17250077097781
-235344.09619686802,590.0,45.0,94.0,1,0,0,1,53.44233391370959
123578.63265306133,793.0,119.0,119.0,1,0,0,1,53.74985170016183
-311344.096196868,735.0,33.0,33.0,1,0,1,1,53.74985170016183
-741344.096196868,285.0,14.0,119.0,1,0,1,1,53.54438576992164
-83946.4683301344,500.0,3.0,139.0,1,0,1,1,53.84929272353954
-163946.4683301344,210.0,9.0,159.0,0,0,1,1,53.84929272353954
-543946.4683301344,80.0,35.0,149.0,1,0,1,1,53.82884980492944
-433946.46833013435,153.0,34.0,139.0,1,0,1,1,53.82884980492944
410386.5316698657,0.0,6.0,6.0,0,0,0,0,53.74985170016183
188548.02,0.0,2.0,99.0,0,1,1,1,53.658885394781244
-34727.45945945947,0.0,4.0,116.0,0,0,1,1,53.73336218674199
-235526.27184466022,0.0,64.0,64.0,0,0,0,0,53.658885394781244
-119446.48575949365,0.0,17.0,129.0,0,0,1,1,53.54438576992164
-20346.485759493666,225.0,21.0,119.0,1,0,1,1,50.95775611199314
725653.5142405062,0.0,2.0,129.0,0,0,1,1,53.54438576992164
-119446.48575949365,278.0,109.0,109.0,1,0,1,1,52.82029713961896
155653.51424050634,0.0,18.0,124.0,0,0,1,1,50.159076084991646
29653.514240506338,146.0,9.0,129.0,1,0,1,1,50.95775611199314
-209346.48575949366,187.0,18.0,109.0,0,0,1,1,53.17250077097781
-310346.4857594937,125.0,20.0,129.0,1,0,1,1,52.502177730649684
169653.51424050634,337.0,6.0,6.0,0,0,1,1,53.82884980492944
39653.51424050634,170.0,2.0,114.0,1,0,1,1,51.725453886390845
1785594.262228261,300.0,3.0,139.0,1,0,1,1,53.44233391370959
99653.51424050632,154.0,5.0,5.0,1,0,1,1,51.725453886390845
-170346.48575949366,0.0,129.0,129.0,0,0,0,0,52.12104274268022
-270346.4857594937,100.0,16.0,114.0,1,0,1,1,50.57781073690932
1229653.5142405063,0.0,16.0,147.0,0,1,1,0,52.82029713961896
-340346.4857594937,122.0,9.0,114.0,1,0,1,1,52.12104274268022
-164812.0365853659,235.0,17.0,119.0,1,0,0,0,52.502177730649684
-113529.161971831,0.0,127.0,127.0,0,0,0,0,52.82029713961896
-47415.37179487182,0.0,66.0,66.0,0,0,0,0,52.502177730649684
72584.62820512819,0.0,5.0,94.0,0,0,1,1,53.44233391370959
-85712.03658536589,181.0,2.0,104.0,1,0,1,1,52.12104274268022
-185712.0365853659,185.0,13.0,114.0,1,0,0,1,53.17250077097781
356470.838028169,0.0,109.0,109.0,0,1,0,0,51.3171949018134
186175.89222373802,165.0,3.0,3.0,0,0,1,1,53.82884980492944
-238764.7543859649,237.0,18.0,114.0,1,0,0,0,53.658885394781244
-12629.161971830996,0.0,119.0,119.0,0,1,0,0,53.74985170016183
151273.72815533978,0.0,8.0,109.0,0,1,0,0,53.74985170016183
-357603.59233449475,246.0,109.0,109.0,1,0,1,1,53.82884980492944
-203529.16197183105,0.0,3.0,99.0,0,0,1,1,53.54438576992164
-359405.73777173896,148.0,31.0,139.0,0,0,1,0,53.82884980492944
272247.64406779665,0.0,5.0,22.0,0,1,1,1,53.54438576992164
-65344.09619686799,784.0,2.0,148.0,1,0,1,0,51.725453886390845
105587.58129175943,208.0,6.0,99.0,0,0,1,1,52.502177730649684
-294694.41870824056,250.0,11.0,11.0,1,0,1,1,53.82884980492944
-70752.2868686869,0.0,4.0,89.0,0,0,1,1,53.82884980492944
-443946.46833013435,190.0,18.0,18.0,0,0,1,1,53.658885394781244
121460.95176848875,0.0,5.0,109.0,0,1,1,1,53.54438576992164
-48539.04823151126,350.0,2.0,109.0,1,0,1,1,53.82884980492944
171460.95176848874,0.0,2.0,109.0,0,1,1,1,53.84929272353954
-100346.48575949368,274.0,31.0,31.0,1,0,1,1,51.725453886390845
29653.514240506338,369.0,10.0,10.0,1,0,1,1,52.502177730649684
114153.51424050635,323.0,2.0,2.0,1,0,0,1,49.76020481246014
43236.51424050634,297.0,2.0,2.0,1,0,0,1,50.159076084991646
15653.514240506338,380.0,11.0,11.0,1,0,1,1,50.159076084991646
-99446.48575949368,170.0,13.0,13.0,1,0,1,1,49.095744430692214
114153.51424050635,323.0,2.0,2.0,1,0,0,1,49.35953726574161
48653.51424050634,0.0,5.0,21.0,0,0,1,1,50.159076084991646
104078.51424050632,325.0,2.0,2.0,1,0,0,1,51.725453886390845
29653.514240506338,300.0,2.0,2.0,1,0,0,1,51.725453886390845
-70346.48575949366,275.0,2.0,2.0,1,0,0,1,51.725453886390845
-79446.48575949366,0.0,3.0,114.0,0,0,1,1,50.95775611199314
307653.5142405064,393.0,2.0,2.0,1,0,0,0,49.76020481246014
-120346.48575949365,269.0,5.0,6.0,0,0,1,1,51.3171949018134
-340346.4857594937,125.0,14.0,129.0,1,0,1,1,52.502177730649684
-190346.48575949366,150.0,14.0,114.0,1,0,1,1,52.12104274268022
28653.514240506338,0.0,3.0,139.0,0,0,1,1,53.54438576992164
105653.51424050632,400.0,4.0,4.0,1,0,1,1,52.502177730649684
-90346.48575949368,247.0,120.0,120.0,1,0,1,1,52.12104274268022
-170346.48575949366,178.0,11.0,114.0,1,0,1,1,52.502177730649684
-40346.48575949366,266.0,10.0,10.0,1,0,1,1,51.3171949018134
-190346.48575949366,205.0,4.0,114.0,1,0,1,1,51.725453886390845
-280346.4857594937,150.0,14.0,114.0,1,0,1,1,51.725453886390845
-319346.4857594937,117.0,29.0,119.0,1,0,1,0,50.159076084991646
-70346.48575949366,296.0,19.0,19.0,1,0,1,1,51.3171949018134
-154346.48575949366,200.0,20.0,129.0,1,0,1,1,49.76020481246014
310653.5142405064,517.0,4.0,4.0,1,0,0,1,50.57781073690932
-190346.48575949366,203.0,14.0,129.0,1,0,1,1,50.159076084991646
-170346.48575949366,108.0,11.0,114.0,1,0,1,1,49.76020481246014
480553.5142405064,200.0,2.0,2.0,1,0,1,0,50.95775611199314
-149446.48575949366,175.0,129.0,129.0,1,0,1,1,53.84929272353954
159653.51424050634,507.0,4.0,4.0,1,0,1,1,52.12104274268022
329653.5142405064,215.0,2.0,2.0,1,0,1,0,50.159076084991646
155653.51424050634,0.0,139.0,139.0,0,0,1,1,52.12104274268022
380653.5142405064,250.0,2.0,2.0,1,0,1,0,50.95775611199314
-238853.1846153845,624.0,2.0,15.0,1,0,1,1,53.17250077097781
-648516.4602272727,847.0,19.0,19.0,1,0,1,1,51.3171949018134
-389016.4602272727,890.0,16.0,16.0,1,0,0,0,52.82029713961896
1293578.6326530613,1895.0,13.0,13.0,1,0,0,0,53.82884980492944
-539016.4602272727,1956.0,15.0,15.0,1,0,1,1,51.3171949018134
-2853.1846153845545,629.0,6.0,108.0,1,0,1,1,50.95775611199314
874578.6326530613,2047.0,13.0,13.0,1,0,0,0,51.725453886390845
-596421.3673469387,706.0,13.0,13.0,1,0,1,1,49.35953726574161
-26421.3673469387,1294.0,11.0,11.0,1,0,0,0,52.12104274268022
-392853.18461538455,507.0,12.0,120.0,1,0,1,1,49.095744430692214
251146.8153846155,623.0,3.0,100.0,1,0,1,0,50.159076084991646
-839016.4602272727,410.0,36.0,51.0,1,0,0,0,51.3171949018134
-793016.4602272727,406.0,36.0,51.0,1,0,0,0,50.95775611199314
459890.06153846154,0.0,119.0,119.0,0,1,0,0,53.82884980492944
368990.06153846154,0.0,109.0,109.0,0,1,0,0,53.44233391370959
-288853.1846153845,388.0,2.0,99.0,1,0,1,1,51.725453886390845
-369347.48575949366,150.0,129.0,129.0,1,0,0,0,53.82884980492944
-169446.48575949366,175.0,2.0,129.0,0,0,1,1,52.502177730649684
-247853.1846153845,407.0,6.0,99.0,1,0,0,0,53.73336218674199
-208853.18461538453,495.0,2.0,99.0,1,0,1,1,53.73336218674199
-269347.4857594937,150.0,5.0,129.0,1,0,1,1,50.57781073690932
199653.5142405064,390.0,8.0,8.0,1,0,1,1,51.3171949018134
-370346.48575949366,135.0,10.0,119.0,1,0,1,1,51.725453886390845
325653.5142405064,497.0,19.0,114.0,1,0,0,0,49.76020481246014
325653.5142405064,160.0,4.0,4.0,0,0,1,1,51.3171949018134
-320346.4857594937,174.0,11.0,109.0,1,0,1,1,52.12104274268022
-544405.737771739,288.0,35.0,159.0,1,0,1,1,53.54438576992164
1180653.5142405063,839.0,19.0,17.0,1,0,1,0,50.159076084991646
36470.83802816901,293.0,6.0,30.0,0,0,1,1,52.82029713961896
-133529.161971831,220.0,14.0,114.0,1,0,1,1,50.159076084991646
-188871.76033057852,250.0,13.0,99.0,1,0,1,1,49.76020481246014
-172529.161971831,162.0,6.0,114.0,1,0,1,1,49.76020481246014
-222629.16197183105,0.0,94.0,94.0,0,0,0,0,50.57781073690932
186470.83802816886,0.0,9.0,114.0,0,1,1,1,50.95775611199314
-324346.4857594937,199.0,16.0,114.0,1,0,1,1,52.502177730649684
-320346.4857594937,191.0,17.0,99.0,1,0,1,1,50.95775611199314
-86515.37179487181,148.0,14.0,99.0,1,0,1,1,50.159076084991646
-123529.161971831,175.0,16.0,124.0,1,0,1,1,49.35953726574161
-163529.161971831,153.0,16.0,114.0,1,0,0,1,49.76020481246014
-73529.161971831,249.0,2.0,119.0,1,0,1,1,50.95775611199314
-68871.76033057856,200.0,131.0,131.0,1,0,1,1,49.35953726574161
-13529.161971830996,249.0,2.0,99.0,1,0,0,0,51.3171949018134
-148871.76033057855,509.0,35.0,79.0,1,0,0,1,50.159076084991646
-117971.76033057856,225.0,13.0,119.0,1,0,1,1,50.95775611199314
737470.8380281691,0.0,129.0,129.0,0,1,0,0,50.95775611199314
303484.6282051282,0.0,169.0,169.0,0,1,0,0,51.725453886390845
36470.83802816901,0.0,119.0,119.0,0,1,0,0,53.17250077097781
-71415.37179487181,175.0,19.0,114.0,1,0,0,1,52.12104274268022
-145712.0365853659,177.0,13.0,114.0,1,0,1,1,50.95775611199314
-244812.0365853659,325.0,59.0,59.0,1,0,1,1,49.095744430692214
14287.963414634109,0.0,5.0,99.0,0,0,1,1,52.12104274268022
-103529.161971831,200.0,2.0,92.0,1,0,1,1,52.82029713961896
36470.83802816901,0.0,119.0,119.0,0,1,0,0,52.12104274268022
-113529.161971831,225.0,3.0,109.0,1,0,1,1,52.502177730649684
325187.9634146341,0.0,17.0,139.0,0,1,0,0,52.12104274268022
87270.838028169,0.0,11.0,124.0,0,0,1,1,50.57781073690932
212470.83802816886,120.0,17.0,17.0,0,0,1,1,49.76020481246014
-160405.73777173902,332.0,13.0,149.0,1,0,1,1,53.658885394781244
539594.262228261,738.0,15.0,15.0,1,0,1,1,53.44233391370959
-114805.0,629.0,2.0,13.0,1,0,1,1,53.73336218674199
115195.0,445.0,7.0,120.0,1,0,1,1,53.54438576992164
-1040344.096196868,330.0,38.0,119.0,0,0,1,1,53.82884980492944
-470405.73777173896,350.0,35.0,123.0,1,0,0,0,53.82884980492944
-480405.73777173896,170.0,3.0,114.0,1,0,1,1,53.17250077097781
-188824.10777626198,164.0,16.0,16.0,1,0,1,0,53.45752870357929
75175.89222373803,177.0,9.0,114.0,1,0,1,1,53.44233391370959
-269349.4857594937,110.0,3.0,129.0,1,0,1,1,53.44233391370959
