DIFF_FROM_NEIGHBOR_AVE_LIST_PRICE,HOA_FEES,YRS_SINCE_REMOD,AGE_OF_HOME,PROPERTY_TYPE_Condo/Co-op,PROPERTY_TYPE_Multi-Family (2-4 Unit),BTH_STYLE_M,KITCH_STYLE_M,trend
-368853.18461538455,448.0,23.0,99.0,1,0,1,1,52.502177730649684
6953.531669865594,358.0,49.0,154.0,1,0,1,1,52.502177730649684
-103046.46833013439,583.0,7.0,124.0,1,0,1,1,53.17250077097781
-273046.4683301344,160.0,37.0,129.0,1,0,1,1,51.3171949018134
-28539.048231511264,250.0,12.0,169.0,0,0,1,1,50.159076084991646
-217946.4683301344,169.0,2.0,119.0,1,0,0,0,51.725453886390845
97460.95176848873,468.0,3.0,3.0,1,0,1,1,53.45752870357929
171460.95176848874,0.0,147.0,147.0,0,1,1,1,51.725453886390845
-348503.5923344948,315.0,32.0,89.0,1,0,0,1,53.54438576992164
-120346.48575949365,0.0,54.0,54.0,0,0,0,1,52.502177730649684
-380346.48575949366,433.0,42.0,80.0,1,0,0,0,53.17250077097781
-483946.46833013435,174.0,4.0,144.0,1,0,1,1,52.12104274268022
116053.53166986561,386.0,36.0,36.0,1,0,1,1,52.12104274268022
96053.53166986561,176.0,24.0,134.0,1,0,0,0,52.502177730649684
-343046.4683301344,135.0,35.0,154.0,1,0,0,0,49.76020481246014
-153946.4683301344,187.0,19.0,144.0,1,0,1,1,51.3171949018134
106053.53166986561,356.0,4.0,21.0,0,0,1,1,52.502177730649684
227053.5316698656,200.0,2.0,129.0,1,0,1,1,53.54438576992164
-317946.4683301344,175.0,39.0,120.0,0,0,1,1,50.57781073690932
-43046.46833013441,324.0,30.0,30.0,1,0,1,1,50.57781073690932
-143946.4683301344,0.0,3.0,149.0,0,0,1,1,50.57781073690932
1056053.5316698656,0.0,9.0,149.0,0,0,0,0,50.159076084991646
-313946.4683301344,0.0,134.0,134.0,0,0,1,1,51.3171949018134
-293946.4683301344,225.0,33.0,134.0,0,0,1,1,51.3171949018134
-213946.4683301344,100.0,32.0,129.0,1,0,1,1,51.725453886390845
-67946.4683301344,189.0,24.0,149.0,1,0,1,1,51.3171949018134
-362946.46833013435,125.0,14.0,129.0,1,0,1,1,51.3171949018134
-47946.468330134405,261.0,42.0,129.0,1,0,1,1,51.725453886390845
-343946.4683301344,150.0,29.0,29.0,1,0,1,1,50.95775611199314
-203946.4683301344,339.0,2.0,33.0,1,0,1,1,51.3171949018134
86053.5316698656,0.0,12.0,129.0,0,0,0,0,51.3171949018134
-243946.4683301344,263.0,34.0,120.0,1,0,0,0,51.725453886390845
-243946.4683301344,193.0,36.0,36.0,1,0,1,1,49.35953726574161
232053.5316698656,0.0,2.0,134.0,0,0,0,0,51.3171949018134
-267946.4683301344,154.0,129.0,129.0,1,0,1,1,50.95775611199314
7053.531669865594,0.0,6.0,109.0,0,0,1,1,52.12104274268022
357053.53166986565,0.0,2.0,2.0,0,0,0,0,51.3171949018134
267861.9705882353,0.0,4.0,109.0,0,0,0,0,53.54438576992164
-317852.3559322033,138.0,109.0,109.0,1,0,1,1,53.82884980492944
39247.713131313096,0.0,5.0,129.0,0,0,1,0,52.82029713961896
-118503.59233449481,310.0,11.0,101.0,0,0,1,1,53.54438576992164
11175.892223738016,277.0,15.0,14.0,0,0,1,1,53.44233391370959
16175.892223738016,277.0,15.0,14.0,0,0,1,1,53.73336218674199
434655.903803132,262.0,35.0,139.0,0,0,0,0,53.82884980492944
-93946.46833013439,387.0,34.0,129.0,1,0,0,0,53.82884980492944
357053.53166986565,0.0,2.0,159.0,0,0,0,1,52.502177730649684
-273946.4683301344,125.0,17.0,134.0,0,0,1,1,52.12104274268022
-3946.468330134405,160.0,3.0,134.0,1,0,0,0,52.82029713961896
-363946.46833013435,100.0,18.0,134.0,0,0,1,1,52.82029713961896
207053.5316698656,180.0,2.0,119.0,0,0,1,1,53.17250077097781
106983.53977272732,1378.0,6.0,18.0,1,0,1,1,53.54438576992164
56053.531669865595,170.0,4.0,144.0,1,0,1,1,52.12104274268022
907053.5316698656,0.0,174.0,174.0,0,0,0,0,53.17250077097781
-93946.46833013439,175.0,20.0,139.0,1,0,0,1,53.17250077097781
46053.531669865595,204.0,18.0,144.0,1,0,1,1,52.502177730649684
457053.5316698657,250.0,2.0,129.0,1,0,1,1,53.54438576992164
-267971.7603305785,150.0,16.0,101.0,1,0,1,1,53.54438576992164
-375344.096196868,389.0,14.0,167.0,1,0,1,1,53.74985170016183
1085594.262228261,390.0,12.0,109.0,1,0,1,1,53.44233391370959
-580405.737771739,167.0,36.0,119.0,0,0,1,0,53.54438576992164
76983.53977272731,1163.0,12.0,12.0,1,0,0,0,53.84929272353954
-476421.3673469387,681.0,14.0,14.0,1,0,1,1,53.17250077097781
1319578.6326530613,2788.0,3.0,13.0,1,0,0,0,53.44233391370959
-296720.161971831,0.0,21.0,21.0,0,0,1,1,53.658885394781244
-103529.161971831,160.0,5.0,99.0,1,0,1,1,50.57781073690932
-267864.7543859649,175.0,9.0,129.0,1,0,1,1,53.658885394781244
-178539.04823151126,225.0,34.0,120.0,1,0,0,0,51.3171949018134
134578.6326530613,1466.0,17.0,120.0,1,0,1,1,50.57781073690932
-107639.04823151127,250.0,2.0,129.0,0,0,1,1,49.76020481246014
-113321.58641975305,546.0,5.0,144.0,0,0,0,1,50.95775611199314
1423578.6326530613,1273.0,27.0,27.0,1,0,1,1,52.82029713961896
26053.531669865595,700.0,2.0,30.0,1,0,1,1,51.725453886390845
856053.5316698656,1830.0,2.0,30.0,1,0,1,1,51.3171949018134
-147946.4683301344,173.0,34.0,164.0,1,0,1,1,52.12104274268022
61247.64406779665,263.0,2.0,109.0,1,0,1,1,51.3171949018134
-171009.9384615384,221.0,36.0,115.0,1,0,1,1,50.95775611199314
-50752.2868686869,0.0,2.0,69.0,0,0,1,1,51.725453886390845
-175852.2868686869,0.0,68.0,68.0,0,0,0,0,52.502177730649684
288990.0615384616,0.0,2.0,130.0,0,1,1,1,52.502177730649684
-418503.59233449475,178.0,57.0,57.0,1,0,1,1,52.502177730649684
89594.26222826098,898.0,4.0,4.0,1,0,1,1,53.17250077097781
33247.713131313096,0.0,6.0,87.0,0,0,1,1,52.12104274268022
-114805.0,456.0,13.0,13.0,1,0,1,1,52.82029713961896
-307603.5923344948,335.0,39.0,88.0,1,0,1,1,51.725453886390845
-58503.59233449482,486.0,17.0,17.0,1,0,1,1,52.502177730649684
-138503.5923344948,411.0,10.0,17.0,1,0,1,1,51.725453886390845
181195.0,635.0,13.0,13.0,1,0,1,1,52.502177730649684
-271461.9384615384,184.0,12.0,12.0,1,0,1,1,53.17250077097781
-361344.096196868,685.0,37.0,109.0,1,0,0,1,51.725453886390845
231496.4076655052,0.0,10.0,10.0,0,0,1,1,51.725453886390845
357053.53166986565,330.0,22.0,129.0,1,0,1,1,52.502177730649684
437053.5316698657,257.0,11.0,120.0,0,0,1,1,51.725453886390845
-23946.468330134405,200.0,10.0,144.0,1,0,1,1,52.502177730649684
152053.5316698656,215.0,12.0,139.0,1,0,1,1,51.725453886390845
-223946.4683301344,209.0,11.0,134.0,1,0,1,1,52.502177730649684
452053.5316698657,0.0,18.0,179.0,0,0,1,1,51.725453886390845
-393946.46833013435,150.0,27.0,139.0,1,0,0,1,52.12104274268022
-73946.4683301344,162.0,13.0,144.0,1,0,1,1,51.725453886390845
-263946.4683301344,235.0,34.0,119.0,1,0,1,1,51.725453886390845
-313046.4683301344,179.0,6.0,37.0,1,0,1,1,52.12104274268022
-193946.4683301344,165.0,12.0,149.0,1,0,1,1,51.725453886390845
-175852.2868686869,0.0,14.0,63.0,0,0,0,0,53.73336218674199
356053.53166986565,300.0,19.0,144.0,1,0,1,1,49.76020481246014
236053.5316698656,752.0,4.0,35.0,1,0,1,1,49.76020481246014
-143046.4683301344,473.0,38.0,124.0,1,0,0,0,50.159076084991646
-143946.4683301344,200.0,18.0,38.0,0,0,1,1,50.95775611199314
-217946.4683301344,129.0,2.0,179.0,1,0,1,1,51.3171949018134
199272.5405405405,0.0,114.0,114.0,0,1,0,0,53.74985170016183
-163529.161971831,0.0,13.0,114.0,0,1,1,1,53.658885394781244
-163924.10777626198,250.0,14.0,79.0,1,0,0,1,53.82884980492944
-49728.45945945948,0.0,58.0,58.0,0,0,0,0,53.54438576992164
50270.540540540525,0.0,94.0,94.0,0,1,0,0,53.658885394781244
-222529.16197183105,200.0,16.0,136.0,1,0,1,1,53.73336218674199
346983.5397727273,1893.0,19.0,18.0,1,0,1,1,49.35953726574161
1241678.413580247,0.0,2.0,129.0,0,0,1,0,50.159076084991646
-84405.73777173902,367.0,2.0,119.0,1,0,1,1,50.159076084991646
-113686.68131868135,110.0,35.0,109.0,1,0,0,0,51.3171949018134
-456421.3673469387,564.0,47.0,47.0,1,0,0,0,51.3171949018134
-10344.096196867991,547.0,34.0,119.0,1,0,0,0,49.76020481246014
1556983.5397727273,2482.0,6.0,6.0,1,0,0,0,49.095744430692214
1090594.262228261,0.0,6.0,154.0,0,0,0,0,49.35953726574161
-113586.68131868135,417.0,31.0,119.0,1,0,1,1,51.3171949018134
1241983.5397727273,1460.0,10.0,10.0,1,0,0,0,52.12104274268022
-310344.096196868,558.0,14.0,129.0,1,0,0,1,50.159076084991646
-525521.3673469387,296.0,15.0,104.0,1,0,1,1,50.95775611199314
74578.6326530613,1171.0,13.0,13.0,1,0,1,1,52.82029713961896
1540594.262228261,2325.0,16.0,16.0,1,0,1,1,53.17250077097781
186983.5397727273,1417.0,10.0,10.0,1,0,0,0,50.57781073690932
88655.90380313201,666.0,35.0,119.0,1,0,0,1,49.35953726574161
-169351.48575949366,470.0,17.0,113.0,1,0,1,1,49.76020481246014
-475344.096196868,389.0,40.0,139.0,1,0,1,1,51.725453886390845
980653.5142405065,1450.0,13.0,13.0,1,0,0,0,50.95775611199314
834655.903803132,1224.0,25.0,120.0,1,0,0,0,49.35953726574161
-535344.096196868,511.0,10.0,10.0,1,0,0,0,51.725453886390845
361146.81538461545,1734.0,12.0,12.0,1,0,0,0,50.159076084991646
1119594.262228261,271.0,9.0,144.0,1,0,1,1,52.502177730649684
756983.5397727273,1333.0,3.0,3.0,1,0,0,0,50.95775611199314
-724610.096196868,442.0,13.0,101.0,1,0,0,0,49.35953726574161
-738116.4602272727,416.0,36.0,51.0,1,0,1,1,50.95775611199314
-109827.45945945947,0.0,69.0,69.0,0,0,0,1,53.44233391370959
51496.40766550518,640.0,17.0,17.0,1,0,1,1,50.57781073690932
-12603.59233449481,0.0,94.0,94.0,0,0,1,0,51.3171949018134
12496.40766550519,0.0,12.0,89.0,0,0,1,1,50.159076084991646
812496.4076655052,0.0,14.0,109.0,0,1,1,1,51.725453886390845
-143512.41870824056,194.0,3.0,114.0,1,0,1,1,53.44233391370959
61496.407665505176,539.0,32.0,32.0,1,0,1,1,53.658885394781244
-278503.5923344948,289.0,3.0,129.0,1,0,1,1,53.45752870357929
-111551.97999999998,0.0,17.0,119.0,0,0,0,0,53.54438576992164
-324824.107776262,160.0,17.0,114.0,1,0,0,1,53.658885394781244
39247.713131313096,0.0,5.0,99.0,0,0,1,1,53.44233391370959
-142138.0294117647,0.0,10.0,109.0,0,0,1,1,52.502177730649684
174147.7131313131,0.0,5.0,5.0,0,0,0,0,52.502177730649684
-86752.2868686869,0.0,84.0,84.0,0,0,0,0,49.76020481246014
-120752.28686868688,0.0,56.0,56.0,0,0,0,0,50.95775611199314
164147.7131313131,0.0,7.0,98.0,0,0,1,0,50.159076084991646
383247.7131313132,0.0,3.0,3.0,0,0,1,1,53.73336218674199
-34138.0294117647,0.0,5.0,85.0,0,0,1,1,50.159076084991646
103247.71313131312,0.0,21.0,69.0,0,0,0,0,50.159076084991646
-56752.2868686869,225.0,6.0,99.0,1,0,1,1,49.095744430692214
43247.713131313096,0.0,14.0,71.0,0,0,0,1,51.3171949018134
43247.713131313096,0.0,4.0,93.0,0,0,0,1,52.502177730649684
63247.713131313096,0.0,52.0,52.0,0,0,0,0,49.35953726574161
-178824.10777626198,300.0,19.0,114.0,1,0,1,1,52.12104274268022
-204824.10777626198,350.0,4.0,119.0,1,0,0,1,52.12104274268022
-98824.10777626195,545.0,3.0,119.0,1,0,1,1,51.725453886390845
-303924.107776262,300.0,37.0,89.0,1,0,0,0,53.17250077097781
-113924.10777626195,340.0,20.0,114.0,1,0,1,1,50.159076084991646
-84824.10777626197,100.0,12.0,109.0,1,0,1,1,50.159076084991646
-193824.10777626198,120.0,16.0,114.0,1,0,1,1,51.3171949018134
-234824.10777626198,211.0,44.0,89.0,1,0,1,1,51.3171949018134
-183824.10777626198,165.0,12.0,99.0,1,0,1,1,50.95775611199314
-173412.41870824056,0.0,69.0,69.0,0,0,0,0,52.12104274268022
-84824.10777626197,0.0,118.0,118.0,0,0,0,0,51.725453886390845
15587.581291759443,0.0,30.0,30.0,0,0,1,1,49.76020481246014
250373.72815533978,0.0,5.0,66.0,0,1,1,1,49.35953726574161
-38824.10777626198,168.0,5.0,94.0,1,0,1,1,51.725453886390845
-13824.107776261984,200.0,18.0,119.0,1,0,0,1,51.725453886390845
-14824.107776261984,200.0,2.0,2.0,1,0,1,1,49.35953726574161
-214824.10777626198,150.0,119.0,119.0,1,0,1,1,51.3171949018134
126470.838028169,0.0,15.0,93.0,0,1,0,0,53.84929272353954
373.728155339777,0.0,2.0,109.0,0,0,1,1,52.12104274268022
311273.7281553398,0.0,2.0,114.0,0,1,1,1,50.95775611199314
-3626.271844660223,0.0,69.0,69.0,0,1,0,1,53.45752870357929
-108726.27184466024,0.0,89.0,89.0,0,0,0,1,50.95775611199314
-162629.161971831,0.0,2.0,104.0,0,0,1,1,50.159076084991646
100373.72815533976,0.0,8.0,74.0,0,1,1,1,52.12104274268022
-282530.161971831,175.0,30.0,30.0,1,0,0,1,51.3171949018134
150172.54054054053,0.0,114.0,114.0,0,1,0,0,49.095744430692214
26470.838028169004,0.0,36.0,101.0,0,1,0,0,53.17250077097781
-168824.10777626198,180.0,2.0,91.0,1,0,1,1,52.502177730649684
135175.89222373802,0.0,6.0,119.0,0,1,0,0,53.17250077097781
-188824.10777626198,215.0,6.0,129.0,1,0,0,0,52.12104274268022
-64824.107776261975,200.0,119.0,119.0,1,0,1,1,50.159076084991646
186175.89222373802,240.0,2.0,119.0,1,0,1,1,51.3171949018134
-188824.10777626198,175.0,15.0,129.0,1,0,1,1,52.502177730649684
-264824.107776262,200.0,13.0,100.0,1,0,1,1,52.12104274268022
111175.89222373805,281.0,44.0,119.0,1,0,1,0,50.159076084991646
-23924.107776261983,205.0,2.0,2.0,1,0,1,1,52.12104274268022
-224824.10777626198,160.0,16.0,114.0,1,0,0,0,51.725453886390845
-188824.10777626198,250.0,14.0,94.0,1,0,1,1,51.3171949018134
-218824.10777626198,215.0,6.0,129.0,1,0,1,0,49.35953726574161
231175.89222373802,200.0,5.0,121.0,1,0,1,1,51.725453886390845
-94824.10777626195,200.0,19.0,99.0,1,0,1,1,52.82029713961896
35175.89222373802,0.0,59.0,119.0,0,1,0,0,51.725453886390845
235175.89222373802,187.0,17.0,120.0,1,0,1,1,50.159076084991646
-224824.10777626198,160.0,16.0,114.0,1,0,0,0,50.57781073690932
-234824.10777626198,200.0,19.0,114.0,1,0,1,1,50.57781073690932
-117629.161971831,300.0,17.0,17.0,1,0,1,1,52.12104274268022
-223529.16197183105,152.0,15.0,109.0,1,0,1,1,52.12104274268022
-262629.161971831,289.0,29.0,29.0,1,0,0,0,49.095744430692214
-123529.161971831,300.0,17.0,17.0,1,0,1,1,52.12104274268022
-54412.418708240555,200.0,4.0,119.0,1,0,1,1,50.159076084991646
76586.58129175943,0.0,2.0,99.0,0,0,1,1,51.3171949018134
26487.581291759445,0.0,4.0,74.0,0,0,1,1,51.725453886390845
136470.838028169,0.0,124.0,124.0,0,1,0,0,50.57781073690932
-185712.0365853659,290.0,15.0,89.0,1,0,1,1,51.725453886390845
-162629.161971831,250.0,14.0,114.0,1,0,0,1,51.3171949018134
-122629.161971831,158.0,16.0,99.0,1,0,1,1,50.159076084991646
329653.5142405064,495.0,11.0,11.0,1,0,1,1,53.54438576992164
-214712.0365853659,180.0,15.0,114.0,1,0,0,1,51.725453886390845
214287.9634146341,0.0,6.0,119.0,0,0,1,1,51.725453886390845
-85712.03658536589,285.0,9.0,99.0,1,0,1,1,51.3171949018134
44287.96341463411,250.0,2.0,99.0,1,0,1,1,50.57781073690932
-283712.0365853659,300.0,13.0,56.0,1,0,0,1,50.159076084991646
73484.62820512819,0.0,114.0,114.0,0,1,0,0,53.17250077097781
237370.83802816892,0.0,99.0,99.0,0,1,0,0,50.57781073690932
-35712.03658536589,0.0,56.0,56.0,0,0,0,0,50.159076084991646
36470.83802816901,538.0,8.0,119.0,1,0,1,1,49.76020481246014
-176915.3717948718,360.0,33.0,54.0,1,0,1,1,51.3171949018134
-105712.03658536587,250.0,9.0,119.0,1,0,1,1,52.12104274268022
-95712.03658536587,175.0,4.0,4.0,1,0,1,1,51.3171949018134
113548.02000000002,0.0,12.0,62.0,0,0,1,0,50.95775611199314
48448.02000000002,0.0,9.0,120.0,0,1,1,1,52.12104274268022
-109827.45945945947,200.0,16.0,144.0,1,0,0,0,52.12104274268022
-126752.28686868688,0.0,64.0,64.0,0,0,0,0,50.57781073690932
-19727.459459459467,252.0,6.0,129.0,0,0,1,1,49.76020481246014
-63529.161971830996,0.0,65.0,65.0,0,0,0,0,50.159076084991646
26470.838028169004,343.0,13.0,13.0,1,0,1,1,52.502177730649684
-213824.10777626198,175.0,3.0,114.0,1,0,1,1,52.502177730649684
-66515.37179487181,200.0,14.0,119.0,1,0,1,1,52.12104274268022
-142629.161971831,225.0,2.0,119.0,1,0,1,1,50.57781073690932
105287.96341463413,0.0,5.0,119.0,0,0,1,1,50.57781073690932
-46515.37179487182,300.0,94.0,94.0,1,0,0,0,51.3171949018134
-172529.161971831,200.0,16.0,114.0,1,0,1,1,51.3171949018134
-136415.3717948718,156.0,14.0,114.0,1,0,1,1,51.725453886390845
62470.838028169004,0.0,29.0,129.0,0,1,0,1,50.159076084991646
26470.838028169004,0.0,119.0,119.0,0,0,0,0,49.35953726574161
-211415.3717948718,278.0,3.0,59.0,1,0,1,1,52.502177730649684
-67415.37179487181,175.0,15.0,119.0,1,0,1,1,52.502177730649684
1415594.262228261,645.0,2.0,109.0,1,0,0,0,52.12104274268022
-635344.096196868,286.0,37.0,119.0,1,0,0,1,51.725453886390845
664655.903803132,360.0,17.0,139.0,1,0,1,0,52.12104274268022
-360405.73777173896,300.0,2.0,159.0,1,0,0,0,51.725453886390845
-210444.09619686802,440.0,3.0,99.0,1,0,1,1,52.12104274268022
-485344.096196868,200.0,2.0,149.0,1,0,1,1,53.17250077097781
339655.903803132,1198.0,35.0,129.0,1,0,1,1,53.84929272353954
1435594.262228261,0.0,2.0,119.0,1,0,0,0,53.73336218674199
834655.903803132,449.0,22.0,129.0,0,0,1,1,52.502177730649684
-211344.09619686802,378.0,33.0,130.0,0,0,0,1,52.82029713961896
34655.90380313201,430.0,39.0,129.0,1,0,1,1,52.502177730649684
329594.26222826104,661.0,2.0,120.0,1,0,1,1,52.12104274268022
-745344.096196868,164.0,12.0,120.0,1,0,0,0,52.12104274268022
-165344.09619686802,197.0,4.0,129.0,1,0,0,1,52.82029713961896
-535344.096196868,544.0,36.0,109.0,1,0,1,1,52.502177730649684
-140344.09619686802,1400.0,2.0,32.0,1,0,0,0,51.725453886390845
-209406.73777173905,147.0,20.0,120.0,1,0,0,0,51.725453886390845
-310405.73777173896,444.0,23.0,120.0,1,0,1,0,52.502177730649684
-34824.10777626198,145.0,3.0,3.0,1,0,1,1,53.82884980492944
-238824.10777626198,150.0,17.0,114.0,1,0,0,0,53.73336218674199
-200346.48575949366,165.0,119.0,119.0,1,0,0,0,53.54438576992164
-37629.161971831,0.0,3.0,94.0,0,1,0,0,53.82884980492944
789594.262228261,808.0,12.0,120.0,1,0,0,0,51.725453886390845
311983.5397727273,2131.0,19.0,19.0,1,0,1,1,53.17250077097781
-10405.737771739019,213.0,22.0,22.0,0,0,1,1,52.12104274268022
-888116.4602272727,470.0,15.0,15.0,1,0,1,1,52.502177730649684
-9405.737771739019,218.0,23.0,120.0,0,0,1,1,51.725453886390845
12146.81538461545,493.0,5.0,5.0,1,0,0,0,51.725453886390845
-809321.5864197529,262.0,8.0,120.0,1,0,0,0,51.3171949018134
-369016.4602272727,1072.0,10.0,10.0,1,0,0,0,52.82029713961896
-59405.737771739026,575.0,17.0,17.0,1,0,0,1,52.12104274268022
62146.81538461545,594.0,14.0,108.0,1,0,1,1,52.82029713961896
-189016.4602272727,1178.0,10.0,10.0,1,0,0,0,52.12104274268022
-210405.73777173905,137.0,40.0,119.0,1,0,0,1,51.3171949018134
-259321.58641975306,392.0,14.0,109.0,1,0,1,0,52.12104274268022
781678.4135802471,651.0,2.0,121.0,1,0,1,1,53.82884980492944
-18586.681318681334,561.0,34.0,109.0,1,0,0,0,52.502177730649684
-288586.6813186813,223.0,2.0,119.0,1,0,1,1,52.12104274268022
181413.31868131863,0.0,12.0,135.0,0,0,1,1,52.502177730649684
1036983.5397727272,1701.0,2.0,16.0,1,0,0,0,52.82029713961896
181678.4135802469,254.0,2.0,129.0,1,0,1,1,52.502177730649684
11983.539772727296,1216.0,6.0,6.0,1,0,0,0,53.17250077097781
-360421.3673469387,686.0,3.0,47.0,1,0,1,1,51.725453886390845
-693321.5864197529,227.0,32.0,120.0,1,0,0,0,51.3171949018134
334655.903803132,488.0,3.0,159.0,1,0,0,1,52.82029713961896
-677234.737771739,307.0,17.0,17.0,1,0,0,0,52.82029713961896
-389016.4602272727,1109.0,20.0,20.0,1,0,1,1,52.12104274268022
-210405.73777173905,505.0,17.0,17.0,1,0,0,1,51.3171949018134
115594.26222826098,634.0,17.0,17.0,1,0,0,0,52.502177730649684
-309321.58641975303,302.0,7.0,119.0,0,0,1,0,52.82029713961896
-24727.459459459467,0.0,119.0,119.0,0,1,0,0,51.3171949018134
-169727.45945945947,0.0,2.0,104.0,1,0,1,1,51.725453886390845
75587.58129175943,0.0,8.0,139.0,0,0,1,1,50.159076084991646
199272.5405405405,0.0,2.0,139.0,0,0,1,1,52.502177730649684
-173512.41870824056,0.0,74.0,74.0,0,0,0,0,49.35953726574161
39272.54054054053,0.0,2.0,59.0,0,0,1,1,51.3171949018134
-80727.45945945947,250.0,21.0,107.0,1,0,0,0,52.12104274268022
45272.540540540525,0.0,3.0,3.0,0,0,1,1,53.82884980492944
-110727.45945945947,150.0,2.0,109.0,0,0,1,1,50.159076084991646
-129827.45945945947,200.0,31.0,31.0,0,0,0,0,49.35953726574161
39272.54054054053,0.0,4.0,89.0,0,0,0,0,51.725453886390845
-115512.41870824054,365.0,14.0,14.0,1,0,1,1,50.95775611199314
-150727.45945945947,0.0,94.0,94.0,0,0,0,0,53.82884980492944
-312629.161971831,199.0,15.0,99.0,1,0,0,0,51.725453886390845
116370.838028169,0.0,14.0,99.0,0,1,0,1,50.159076084991646
-304364.161971831,0.0,28.0,28.0,0,0,0,0,51.725453886390845
62370.838028169004,0.0,104.0,104.0,0,1,0,0,50.159076084991646
37370.83802816901,0.0,104.0,104.0,0,1,0,0,52.82029713961896
-197765.7543859649,253.0,12.0,119.0,1,0,1,0,53.17250077097781
-182629.16197183105,0.0,114.0,114.0,0,0,0,0,51.725453886390845
-98412.41870824057,155.0,13.0,104.0,1,0,1,1,52.12104274268022
74587.58129175943,0.0,2.0,99.0,0,0,1,1,52.12104274268022
-113512.41870824054,200.0,16.0,109.0,1,0,0,1,50.159076084991646
-324412.41870824056,493.0,56.0,56.0,1,0,0,0,52.12104274268022
-65852.2868686869,0.0,9.0,69.0,0,0,0,0,49.35953726574161
75272.54054054053,0.0,99.0,99.0,0,1,0,0,52.502177730649684
-113412.41870824054,200.0,11.0,114.0,1,0,1,1,52.12104274268022
-264824.107776262,160.0,11.0,109.0,1,0,1,1,50.95775611199314
375587.5812917594,0.0,2.0,94.0,0,1,1,1,52.12104274268022
39272.54054054053,0.0,13.0,84.0,0,0,0,1,50.159076084991646
-54412.418708240555,193.0,4.0,119.0,1,0,1,1,51.3171949018134
366487.5812917594,0.0,119.0,119.0,0,1,0,0,49.76020481246014
-90727.45945945947,0.0,64.0,64.0,0,0,0,0,49.76020481246014
-323924.107776262,175.0,18.0,18.0,1,0,1,1,51.725453886390845
9272.540540540533,280.0,2.0,119.0,1,0,1,1,50.57781073690932
-95852.28686868688,0.0,9.0,74.0,0,0,1,1,51.3171949018134
-116752.28686868688,0.0,5.0,59.0,0,0,0,1,49.76020481246014
-310752.2868686869,250.0,59.0,59.0,1,0,1,1,50.95775611199314
-60752.2868686869,0.0,5.0,26.0,0,0,0,1,51.725453886390845
-312503.5923344948,340.0,39.0,72.0,1,0,0,0,50.95775611199314
-10752.286868686904,0.0,45.0,54.0,0,0,1,1,50.159076084991646
-185852.2868686869,455.0,15.0,15.0,1,0,1,1,49.35953726574161
144147.7131313131,0.0,3.0,3.0,0,0,1,1,52.12104274268022
-260752.2868686869,298.0,15.0,15.0,1,0,1,1,52.502177730649684
-185852.2868686869,480.0,15.0,15.0,1,0,1,1,51.3171949018134
-233412.41870824056,0.0,68.0,68.0,0,0,0,0,50.57781073690932
-360852.28686868685,455.0,37.0,64.0,1,0,0,0,50.57781073690932
-84412.41870824057,0.0,3.0,84.0,0,0,1,1,51.725453886390845
187470.83802816886,0.0,3.0,99.0,0,1,1,1,51.725453886390845
111128.23966942144,287.0,5.0,109.0,1,0,0,1,49.76020481246014
237370.83802816892,0.0,3.0,114.0,0,1,1,1,51.725453886390845
-137971.76033057855,225.0,13.0,119.0,1,0,1,1,51.3171949018134
-348629.161971831,215.0,14.0,49.0,0,0,0,0,50.159076084991646
261128.23966942145,398.0,131.0,131.0,1,0,1,1,50.159076084991646
-92871.76033057856,150.0,16.0,99.0,1,0,1,1,50.95775611199314
-88529.161971831,250.0,20.0,109.0,1,0,1,1,50.57781073690932
-202629.16197183105,200.0,20.0,114.0,1,0,1,1,49.76020481246014
-13529.161971830996,0.0,2.0,119.0,0,1,0,0,52.12104274268022
-133629.161971831,0.0,119.0,119.0,0,1,0,0,51.3171949018134
-87871.76033057856,140.0,14.0,114.0,1,0,1,1,50.95775611199314
-8871.760330578545,175.0,2.0,129.0,1,0,1,1,51.725453886390845
-33529.161971831,230.0,2.0,124.0,1,0,1,1,51.725453886390845
-302529.161971831,244.0,12.0,12.0,1,0,0,0,52.12104274268022
236470.83802816892,0.0,2.0,114.0,0,1,1,1,50.159076084991646
-87971.76033057856,195.0,14.0,114.0,1,0,1,1,50.57781073690932
-48871.76033057855,156.0,2.0,99.0,1,0,1,1,50.95775611199314
-87971.76033057856,175.0,2.0,114.0,0,0,1,1,51.3171949018134
-339712.0365853659,114.0,14.0,114.0,1,0,1,1,53.658885394781244
137370.838028169,0.0,119.0,119.0,0,1,0,0,53.54438576992164
-161344.09619686802,938.0,2.0,138.0,1,0,1,1,53.82884980492944
-711344.096196868,177.0,17.0,147.0,0,0,1,1,53.658885394781244
-198871.76033057852,213.0,13.0,109.0,1,0,1,1,53.54438576992164
61413.31868131866,663.0,13.0,13.0,1,0,1,1,53.44233391370959
1519578.6326530613,2029.0,26.0,26.0,1,0,0,0,53.658885394781244
-203446.4683301344,0.0,154.0,154.0,0,0,1,1,53.74985170016183
86470.838028169,265.0,3.0,14.0,1,0,1,0,53.44233391370959
-540405.737771739,490.0,109.0,109.0,1,0,0,0,53.44233391370959
-188752.35593220333,137.0,119.0,119.0,1,0,1,1,53.84929272353954
-276421.3673469387,599.0,3.0,119.0,1,0,1,1,53.82884980492944
-85009.9384615384,375.0,31.0,31.0,1,0,0,1,53.73336218674199
